Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,Shelter Repair Beneficiaries Selected,First Distribution,Second Distribution,CGI,Shelter Repair Closeout / Completed,Core Shelter Beneficiaries Selected,Relocation Beneficiaries Selected,Construction Started (Core + Relocation),Wooden Shelter (Core Shelter),Half Concrete (Core Shelter),Relocation Completed,Training- Skilled Labour
PH082600000,PH082602000,PH082602007,Eastern Samar,Norwegian Red Cross,Balangiga,Barangay Poblacion III,34,34,33,34,34,64,0,64,64,0,0,6
PH082600000,PH082602000,PH082602011,Eastern Samar,Norwegian Red Cross,Balangiga,San Miguel,153,153,152,153,153,204,0,204,204,0,0,14
PH082600000,PH082602000,PH082602012,Eastern Samar,Norwegian Red Cross,Balangiga,Santa Rosa,184,184,184,184,184,168,0,168,168,0,0,0
PH082600000,PH082607000,PH082607002,Eastern Samar,ICRC,General Macarthur,Binalay,0,0,0,0,0,45,0,45,45,0,0,0
PH082600000,PH082607000,PH082607005,Eastern Samar,ICRC,General Macarthur,Domrog,,,,,,80,,80,80,,,
PH082600000,PH082607000,PH082607008,Eastern Samar,ICRC,General Macarthur,Osmeña,0,0,0,0,0,45,0,45,45,0,0,0
PH082600000,PH082607000,PH082607019,Eastern Samar,ICRC,General Macarthur,Roxas,,,,,,27,,27,27,,,
PH082600000,PH082607000,PH082607020,Eastern Samar,ICRC,General Macarthur,Quirino,,,,,,33,,33,33,,,
PH082600000,PH082607000,PH082607022,Eastern Samar,ICRC,General Macarthur,San Roque,,,,,,17,,17,17,,,
PH082600000,PH082607000,PH082607023,Eastern Samar,ICRC,General Macarthur,Santa Cruz (Opong),,,,,,46,,46,46,,,
PH082600000,PH082607000,PH082607024,Eastern Samar,ICRC,General Macarthur,Santa Fe,,,,,,13,,13,13,,,
PH082600000,PH082607000,PH082607025,Eastern Samar,ICRC,General Macarthur,Tugop,,,,,,28,,28,28,,,
PH082600000,PH082607000,PH082607026,Eastern Samar,ICRC,General Macarthur,Vigan,0,0,0,0,0,43,0,43,43,0,0,0
PH082600000,PH082607000,PH082607028,Eastern Samar,ICRC,General Macarthur,Aguinaldo,0,0,0,0,0,71,0,71,71,0,0,0
PH082600000,PH082608000,PH082608008,Eastern Samar,ICRC,Giporlos,Biga,0,0,0,0,0,137,0,137,137,0,0,0
PH082600000,PH082608000,PH082608015,Eastern Samar,ICRC,Giporlos,President Roxas,0,0,0,0,0,45,0,45,45,0,0,0
PH082600000,PH082608000,PH082608017,Eastern Samar,ICRC,Giporlos,San Miguel,0,0,0,0,0,44,0,44,44,0,0,0
PH082600000,PH082608000,PH082608018,Eastern Samar,ICRC,Giporlos,Santa Cruz (Cansingkol),0,0,0,0,0,57,0,57,57,0,0,0
PH082600000,PH082609000,PH082609002,Eastern Samar,ICRC,Guiuan,Bagua,,,,,,45,,45,45,,,
PH082600000,PH082609000,PH082609004,Eastern Samar,ICRC,Guiuan,Banahao,,,,,,41,,41,41,,,
PH082600000,PH082609000,PH082609007,Eastern Samar,ICRC,Guiuan,Bitaugan,,,,,,35,,35,35,,,
PH082600000,PH082609000,PH082609011,Eastern Samar,ICRC,Guiuan,Cagdara-o,,,,,,40,,40,40,,,
PH082600000,PH082609000,PH082609012,Eastern Samar,ICRC,Guiuan,Cagusu-an,0,0,0,0,0,56,0,56,56,0,0,0
PH082600000,PH082609000,PH082609015,Eastern Samar,ICRC,Guiuan,Cantahay,0,0,0,0,0,132,0,132,132,0,0,0
PH082600000,PH082609000,PH082609017,Eastern Samar,ICRC,Guiuan,Casuguran,0,0,0,0,0,81,0,81,81,0,0,0
PH082600000,PH082609000,PH082609018,Eastern Samar,ICRC,Guiuan,Cogon,0,0,0,0,0,102,0,102,102,0,0,0
PH082600000,PH082609000,PH082609019,Eastern Samar,ICRC,Guiuan,Culasi,0,0,0,0,0,46,0,46,46,0,0,0
PH082600000,PH082609000,PH082609022,Eastern Samar,ICRC,Guiuan,Gahoy,0,0,0,0,0,49,0,49,49,0,0,0
PH082600000,PH082609000,PH082609045,Eastern Samar,ICRC,Guiuan,San Antonio,0,0,0,0,0,37,0,37,37,0,0,0
PH082600000,PH082609000,PH082609055,Eastern Samar,ICRC,Guiuan,Timala,,,,,,37,,37,37,,,
PH082600000,PH082609000,PH082609058,Eastern Samar,ICRC,Guiuan,Canawayon,0,0,0,0,0,48,0,48,48,0,0,0
PH082600000,PH082609000,PH082609064,Eastern Samar,ICRC,Guiuan,Tagporo,0,0,0,0,0,73,0,73,73,0,0,0
PH082600000,PH082612000,PH082612004,Eastern Samar,Norwegian Red Cross,Lawaan,Guinob-an,10,10,10,10,10,65,0,65,65,0,0,10
PH082600000,PH082612000,PH082612020,Eastern Samar,Norwegian Red Cross,Lawaan,San Isidro,8,8,8,8,8,8,0,8,8,0,,
PH082600000,PH082616000,PH082616001,Eastern Samar,ICRC,Mercedes,Anuron,,,,,,83,,83,83,,,
PH082600000,PH082616000,PH082616002,Eastern Samar,ICRC,Mercedes,Banuyo,0,0,0,0,0,46,0,46,46,0,0,0
PH082600000,PH082616000,PH082616003,Eastern Samar,ICRC,Mercedes,Bobon,0,0,0,0,0,34,0,34,34,0,0,0
PH082600000,PH082616000,PH082616006,Eastern Samar,ICRC,Mercedes,Cabunga-an,0,0,0,0,0,37,0,37,37,0,0,0
PH082600000,PH082616000,PH082616007,Eastern Samar,ICRC,Mercedes,Cambante,0,0,0,0,0,54,0,54,54,0,0,0
PH082600000,PH082616000,PH082616011,Eastern Samar,ICRC,Mercedes,San Jose,0,0,0,0,0,46,0,46,46,0,0,0
PH082600000,PH082616000,PH082616012,Eastern Samar,ICRC,Mercedes,Sung-an,0,0,0,0,0,72,0,72,72,0,0,0
PH082600000,PH082616000,PH082616013,Eastern Samar,ICRC,Mercedes,Palamrag (Cabiliri-an),,,,,,83,,83,83,,,
PH082600000,PH082616000,PH082616014,Eastern Samar,ICRC,Mercedes,Barangay 4 Poblacion,,,,,,39,,39,39,,,
PH082600000,PH082616000,PH082616016,Eastern Samar,ICRC,Mercedes,San Roque,0,0,0,0,0,50,0,50,50,0,0,0
PH082600000,PH082618000,PH082618001,Eastern Samar,ICRC,Quinapondan,Anislag,0,0,0,0,0,77,0,77,77,0,0,0
PH082600000,PH082618000,PH082618009,Eastern Samar,ICRC,Quinapondan,Mabini (Caculangan),0,0,0,0,0,32,0,32,32,0,0,0
PH082600000,PH082618000,PH082618011,Eastern Samar,ICRC,Quinapondan,Cambilla,0,0,0,0,0,53,0,53,53,0,0,0
PH082600000,PH082618000,PH082618012,Eastern Samar,ICRC,Quinapondan,Cantenio,0,0,0,0,0,29,0,29,29,0,0,0
PH082600000,PH082618000,PH082618014,Eastern Samar,ICRC,Quinapondan,Naga,0,0,0,0,0,58,0,58,58,0,0,0
PH082600000,PH082618000,PH082618022,Eastern Samar,ICRC,Quinapondan,Palactad (Valley),0,0,0,0,0,73,0,73,73,0,0,0
PH082600000,PH082618000,PH082618024,Eastern Samar,ICRC,Quinapondan,Barangay No. 6 (Pob.),0,0,0,0,0,72,0,72,72,0,0,0
PH082600000,PH082618000,PH082618025,Eastern Samar,ICRC,Quinapondan,Barangay No. 7 (Pob.),0,0,0,0,0,121,0,121,121,0,0,0
PH082600000,PH082619000,PH082619002,Eastern Samar,ICRC,Salcedo,Alog,0,0,0,0,0,20,0,20,20,0,0,0
PH082600000,PH082619000,PH082619023,Eastern Samar,ICRC,Salcedo,Cagaut,0,0,0,0,0,79,0,79,79,0,0,0
PH082600000,PH082619000,PH082619026,Eastern Samar,ICRC,Salcedo,Carapdapan,0,0,0,0,0,35,0,35,35,0,0,0
PH082600000,PH082619000,PH082619028,Eastern Samar,ICRC,Salcedo,Casili-on,0,0,0,0,0,75,0,75,75,0,0,0
PH082600000,PH082619000,PH082619033,Eastern Samar,ICRC,Salcedo,Maliwaliw,0,0,0,0,0,58,0,58,58,0,0,0
PH082600000,PH082619000,PH082619035,Eastern Samar,ICRC,Salcedo,Matarinao,0,0,0,0,0,70,0,70,70,0,0,0
PH082600000,PH082619000,PH082619037,Eastern Samar,ICRC,Salcedo,Naparaan,0,0,0,0,0,166,0,166,166,0,0,0
PH082600000,PH082619000,PH082619041,Eastern Samar,ICRC,Salcedo,Seguinon,0,0,0,0,0,33,0,33,33,0,0,0
PH082600000,PH082619000,PH082619046,Eastern Samar,ICRC,Salcedo,San Roque (Bugay),0,0,0,0,0,35,0,35,35,0,0,0
PH082600000,PH082619000,PH082619049,Eastern Samar,ICRC,Salcedo,Tacla-on,0,0,0,0,0,54,0,54,54,0,0,0
PH082600000,PH082619000,PH082619050,Eastern Samar,ICRC,Salcedo,Tagbacan,0,0,0,0,0,58,0,58,58,0,0,0
PH082600000,PH082619000,PH082619052,Eastern Samar,ICRC,Salcedo,Talangdawan,0,0,0,0,0,35,0,35,35,0,0,0
PH083700000,PH083702000,PH083702001,Leyte,American Red Cross,Alangalang,Aslum,51,51,51,51,51,101,,0,0,0,,
PH083700000,PH083702000,PH083702002,Leyte,American Red Cross,Alangalang,Astorga (Burabod),139,139,139,139,139,175,0,4,0,4,0,0
PH083700000,PH083702000,PH083702024,Leyte,American Red Cross,Alangalang,Hubang,211,211,211,211,211,197,0,17,0,16,0,0
PH083700000,PH083702000,PH083702033,Leyte,American Red Cross,Alangalang,Peñalosa,49,49,49,49,49,106,,6,0,6,,
PH083700000,PH083702000,PH083702043,Leyte,American Red Cross,Alangalang,Santiago,89,89,89,89,89,29,,0,0,0,,
PH083700000,PH083702000,#N/A,Leyte,American Red Cross,Alangalang,(blank),,,,,,0,0,0,0,0,0,0
PH083700000,PH083706000,PH083706001,Leyte,IFRC,Barugo,Abango,64,63,62,63,62,58,,58,0,58,,0
PH083700000,PH083706000,PH083706005,Leyte,IFRC,Barugo,Balud,70,70,70,70,70,0,,,0,0,,
PH083700000,PH083706000,PH083706006,Leyte,IFRC,Barugo,Bukid,79,75,75,77,75,85,0,85,0,85,0,0
PH083700000,PH083706000,PH083706007,Leyte,IFRC,Barugo,Bulod,33,32,32,33,32,23,0,23,0,23,0,0
PH083700000,PH083706000,PH083706008,Leyte,IFRC,Barugo,Busay,57,57,57,57,57,28,0,28,0,28,0,0
PH083700000,PH083706000,PH083706009,Leyte,IFRC,Barugo,Cabolo-an,22,22,22,22,22,20,,20,0,20,,0
PH083700000,PH083706000,PH083706010,Leyte,IFRC,Barugo,Calingcaguing,57,57,57,57,57,50,0,0,0,0,0,0
PH083700000,PH083706000,PH083706011,Leyte,IFRC,Barugo,Can-isak,19,19,19,18,19,40,0,40,0,40,0,0
PH083700000,PH083706000,PH083706012,Leyte,IFRC,Barugo,Canomantag,48,48,48,48,48,19,0,0,0,0,0,0
PH083700000,PH083706000,PH083706013,Leyte,IFRC,Barugo,Duka,68,68,67,64,67,0,,0,0,0,,
PH083700000,PH083706000,PH083706014,Leyte,IFRC,Barugo,Guindaohan,48,48,48,48,48,51,0,51,0,51,0,0
PH083700000,PH083706000,PH083706015,Leyte,IFRC,Barugo,Hiagsam,17,16,16,17,16,9,0,9,0,9,0,0
PH083700000,PH083706000,PH083706016,Leyte,IFRC,Barugo,Hilaba,54,54,54,54,54,45,0,45,0,45,0,0
PH083700000,PH083706000,PH083706017,Leyte,IFRC,Barugo,Hinugayan,29,29,29,29,29,9,0,0,0,0,0,0
PH083700000,PH083706000,PH083706018,Leyte,IFRC,Barugo,Ibag,56,56,56,56,56,0,,,0,0,,
PH083700000,PH083706000,PH083706019,Leyte,IFRC,Barugo,Minuhang,185,176,175,179,175,0,,0,0,0,,
PH083700000,PH083706000,PH083706020,Leyte,IFRC,Barugo,Minuswang,73,71,71,73,71,37,0,0,0,0,0,0
PH083700000,PH083706000,PH083706021,Leyte,IFRC,Barugo,Pikas,69,67,66,69,66,73,0,69,0,53,0,0
PH083700000,PH083706000,PH083706022,Leyte,IFRC,Barugo,Pitogo,23,23,23,23,23,5,0,5,0,1,0,0
PH083700000,PH083706000,PH083706023,Leyte,IFRC,Barugo,Poblacion Dist. I,40,40,40,40,40,11,0,11,0,11,0,0
PH083700000,PH083706000,PH083706024,Leyte,IFRC,Barugo,Poblacion Dist. II,74,70,70,64,70,27,0,27,0,27,0,0
PH083700000,PH083706000,PH083706025,Leyte,IFRC,Barugo,Poblacion Dist. III,35,33,30,27,30,5,0,5,0,5,0,
PH083700000,PH083706000,PH083706027,Leyte,IFRC,Barugo,Poblacion Dist. V,12,13,13,12,13,9,0,0,0,0,0,0
PH083700000,PH083706000,PH083706028,Leyte,IFRC,Barugo,Poblacion Dist. VI (New Road),55,55,55,55,55,35,0,0,0,0,0,0
PH083700000,PH083706000,PH083706029,Leyte,IFRC,Barugo,Pongso,21,21,21,21,21,12,0,12,0,12,0,0
PH083700000,PH083706000,PH083706031,Leyte,IFRC,Barugo,Roosevelt,36,35,35,36,35,18,0,14,0,4,0,0
PH083700000,PH083706000,PH083706032,Leyte,IFRC,Barugo,San Isidro,25,25,25,25,25,0,0,0,0,0,0,0
PH083700000,PH083706000,PH083706033,Leyte,IFRC,Barugo,Santa Rosa,87,83,83,87,83,40,0,40,0,40,0,0
PH083700000,PH083706000,PH083706034,Leyte,IFRC,Barugo,Santarin,87,85,85,87,85,37,0,0,0,0,0,0
PH083700000,PH083706000,PH083706035,Leyte,IFRC,Barugo,Tutug-an,22,22,22,22,22,39,0,39,0,38,0,0
PH083700000,PH083706000,PH083706036,Leyte,IFRC,Barugo,Cabarasan,60,60,60,60,60,33,0,33,0,33,0,0
PH083700000,PH083706000,PH083706037,Leyte,IFRC,Barugo,Cuta,31,31,31,31,31,22,0,22,0,22,0,0
PH083700000,PH083706000,PH083706038,Leyte,IFRC,Barugo,Domogdog,81,79,79,66,79,0,,0,0,0,,
PH083700000,PH083706000,PH083706039,Leyte,IFRC,Barugo,San Roque,58,56,56,57,56,10,0,0,0,0,0,0
PH083700000,PH083710000,PH083710001,Leyte,IFRC,Burauen,Abuyogon,58,58,58,58,58,10,,0,0,0,,
PH083700000,PH083710000,PH083710007,Leyte,IFRC,Burauen,Bobon,58,58,57,58,57,11,,,0,0,,
PH083700000,PH083710000,PH083710012,Leyte,IFRC,Burauen,Cagangon,101,101,100,101,100,30,,0,0,0,,
PH083700000,PH083710000,PH083710013,Leyte,IFRC,Burauen,Cali,33,33,33,33,33,0,,0,0,0,,
PH083700000,PH083710000,PH083710014,Leyte,IFRC,Burauen,Calsadahay,22,21,21,21,21,36,,,0,0,,
PH083700000,PH083710000,PH083710017,Leyte,IFRC,Burauen,Catagbacan,33,33,33,33,33,23,,,0,0,,
PH083700000,PH083710000,PH083710028,Leyte,IFRC,Burauen,Ilihan,31,31,31,31,31,3,,,0,0,,
PH083700000,PH083710000,PH083710029,Leyte,IFRC,Burauen,Esperanza,63,63,63,63,63,24,,,0,0,,
PH083700000,PH083710000,PH083710034,Leyte,IFRC,Burauen,Hugpa West,46,46,46,46,46,19,,1,0,1,,
PH083700000,PH083710000,PH083710051,Leyte,IFRC,Burauen,Pangdan,68,67,66,67,66,0,,,0,0,,
PH083700000,PH083710000,PH083710057,Leyte,IFRC,Burauen,Sambel,48,47,47,47,47,0,,,0,0,,
PH083700000,PH083710000,PH083710061,Leyte,IFRC,Burauen,San Jose East,81,81,80,81,80,0,,,0,0,,
PH083700000,PH083710000,PH083710064,Leyte,IFRC,Burauen,Tabuanon,74,73,73,73,73,25,,0,0,0,,
PH083700000,PH083710000,PH083710072,Leyte,IFRC,Burauen,Villa Corazon,72,70,70,70,70,27,,,0,0,,
PH083700000,PH083710000,PH083710077,Leyte,IFRC,Burauen,Dina-ayan,40,40,40,40,40,11,,,0,0,,
PH083700000,PH083713000,PH083713001,Leyte,Australian Red Cross,Calubian,Abanilla,0,0,0,0,0,37,,35,28,0,,0
PH083700000,PH083713000,PH083713005,Leyte,Australian Red Cross,Calubian,Bunacan,0,0,0,0,0,30,,0,0,0,,
PH083700000,PH083713000,PH083713011,Leyte,Australian Red Cross,Calubian,Caroyocan,39,39,39,39,39,0,,,0,0,,
PH083700000,PH083713000,PH083713015,Leyte,Australian Red Cross,Calubian,Dalumpines,42,41,40,41,40,0,,,0,0,,
PH083700000,PH083713000,PH083713027,Leyte,Australian Red Cross,Calubian,Igang,0,0,0,0,0,35,,0,0,0,,
PH083700000,PH083713000,PH083713029,Leyte,Australian Red Cross,Calubian,Jubay,42,41,42,41,42,0,,,0,0,,
PH083700000,PH083713000,PH083713033,Leyte,Australian Red Cross,Calubian,Kokoy Romualdez,91,91,91,91,91,0,,,0,0,,
PH083700000,PH083713000,PH083713053,Leyte,Australian Red Cross,Calubian,Tagharigue,0,0,0,0,0,45,,0,0,0,,
PH083700000,PH083713000,PH083713057,Leyte,Australian Red Cross,Calubian,Villalon,14,14,13,14,13,0,,,0,0,,
PH083700000,PH083713000,PH083713058,Leyte,Australian Red Cross,Calubian,Villanueva,0,0,0,0,0,15,,0,0,0,,
PH083700000,PH083713000,#N/A,Leyte,Australian Red Cross,Calubian,Petrollo,0,0,0,0,0,13,,0,0,0,,
PH083700000,PH083713000,,Leyte,Australian Red Cross,Calubian,Pinalad,116,116,114,116,114,0,,,0,0,,
PH083700000,PH083715000,PH083715003,Leyte,IFRC,Carigara,Barugohay Central,68,68,66,68,66,56,,56,0,56,,
PH083700000,PH083715000,PH083715004,Leyte,IFRC,Carigara,Barugohay Norte,95,94,94,95,94,94,,94,0,94,,
PH083700000,PH083715000,PH083715008,Leyte,IFRC,Carigara,Bislig,33,31,30,33,30,41,,41,0,41,,
PH083700000,PH083715000,PH083715015,Leyte,IFRC,Carigara,Cutay,24,24,24,24,24,20,,,0,0,,
PH083700000,PH083715000,PH083715025,Leyte,IFRC,Carigara,Manloy,43,43,43,43,43,75,,30,0,28,,
PH083700000,PH083715000,PH083715030,Leyte,IFRC,Carigara,Piloro,35,35,35,35,35,34,,0,0,0,,
PH083700000,PH083715000,PH083715042,Leyte,IFRC,Carigara,Uyawan,53,53,53,53,53,39,,43,0,34,,
PH083700000,PH083715000,PH083715045,Leyte,IFRC,Carigara,San Juan,27,27,27,27,27,26,,,0,0,,
PH083700000,PH083715000,PH083715047,Leyte,IFRC,Carigara,Canfabi,17,17,16,17,16,25,,,0,0,,
PH083700000,PH083717000,PH083717003,Leyte,IFRC,Dagami,Balilit,88,86,81,86,81,99,,98,0,98,,0
PH083700000,PH083717000,PH083717005,Leyte,IFRC,Dagami,Bayabas,39,38,38,38,38,22,,22,0,22,,0
PH083700000,PH083717000,PH083717008,Leyte,IFRC,Dagami,Buntay,99,95,95,95,95,45,,45,0,45,,
PH083700000,PH083717000,PH083717009,Leyte,IFRC,Dagami,Caanislagan,65,65,65,65,65,6,,7,0,7,,
PH083700000,PH083717000,PH083717013,Leyte,IFRC,Dagami,Calipayan,162,128,128,128,128,6,,5,0,5,,
PH083700000,PH083717000,PH083717016,Leyte,IFRC,Dagami,Calutan,43,38,38,38,38,30,0,30,0,30,0,
PH083700000,PH083717000,PH083717017,Leyte,IFRC,Dagami,Camono-an,74,71,65,71,65,12,,10,0,9,,
PH083700000,PH083717000,PH083717024,Leyte,IFRC,Dagami,Hilabago,56,49,49,49,49,8,,9,0,9,,
PH083700000,PH083717000,PH083717028,Leyte,IFRC,Dagami,Katipunan,46,46,46,46,46,23,,20,0,20,,
PH083700000,PH083717000,PH083717034,Leyte,IFRC,Dagami,Ormocay,70,68,67,68,67,26,,26,0,26,,0
PH083700000,PH083717000,PH083717036,Leyte,IFRC,Dagami,Panda,51,50,50,50,50,1,,1,0,1,,
PH083700000,PH083717000,PH083717037,Leyte,IFRC,Dagami,Patoc,106,91,91,91,91,19,,20,0,20,,
PH083700000,PH083717000,PH083717038,Leyte,IFRC,Dagami,Plaridel,89,88,88,88,88,0,,,0,0,,
PH083700000,PH083717000,PH083717048,Leyte,IFRC,Dagami,Poponton,41,39,38,39,38,0,,,0,0,,
PH083700000,PH083717000,PH083717055,Leyte,IFRC,Dagami,Tin-ao,69,69,69,69,69,27,0,27,0,27,0,0
PH083700000,PH083717000,PH083717060,Leyte,IFRC,Dagami,Lobe-lobe East,92,90,90,90,90,7,,7,0,7,,
PH083700000,PH083717000,PH083717061,Leyte,IFRC,Dagami,Paraiso,128,127,127,127,127,39,,39,0,39,,0
PH083700000,PH083717000,PH083717064,Leyte,IFRC,Dagami,Talinhugon,53,51,51,51,51,17,,16,0,16,,
PH083700000,PH083717000,PH083717065,Leyte,IFRC,Dagami,Tuya,27,24,24,24,24,19,0,19,0,19,0,0
PH083700000,PH083718000,PH083718004,Leyte,German Red Cross,Dulag,Batug,5,5,5,5,5,44,0,44,44,0,0,0
PH083700000,PH083718000,PH083718006,Leyte,German Red Cross,Dulag,Cabacungan,35,35,35,35,35,50,0,50,50,0,0,
PH083700000,PH083718000,PH083718008,Leyte,German Red Cross,Dulag,Cabato-an,3,3,3,3,3,14,,14,14,0,,0
PH083700000,PH083718000,PH083718019,Leyte,German Red Cross,Dulag,Luan,134,134,133,134,133,18,,17,17,0,,0
PH083700000,PH083718000,PH083718022,Leyte,German Red Cross,Dulag,Barbo (Pob.),63,63,63,63,63,96,,96,96,0,,0
PH083700000,PH083718000,PH083718023,Leyte,German Red Cross,Dulag,Buntay (Pob.),192,192,191,192,191,57,,55,55,0,,
PH083700000,PH083718000,PH083718025,Leyte,German Red Cross,Dulag,Candao (Pob.),61,61,61,61,61,7,0,5,5,0,0,
PH083700000,PH083718000,PH083718026,Leyte,German Red Cross,Dulag,Catmonan (Pob.),100,100,100,100,100,0,,0,0,0,,
PH083700000,PH083718000,PH083718027,Leyte,German Red Cross,Dulag,Combis (Pob.),84,84,84,84,84,47,,47,45,0,,
PH083700000,PH083718000,PH083718028,Leyte,German Red Cross,Dulag,Highway (Pob.),44,44,44,44,44,71,,0,0,0,,
PH083700000,PH083718000,PH083718030,Leyte,German Red Cross,Dulag,San Miguel (Pob.),104,104,104,104,104,0,0,0,0,0,0,
PH083700000,PH083718000,PH083718032,Leyte,German Red Cross,Dulag,Sungi (Pob.),221,221,220,221,220,70,,45,17,0,,0
PH083700000,PH083718000,PH083718034,Leyte,German Red Cross,Dulag,Rizal,127,127,127,127,127,248,0,248,248,0,0,0
PH083700000,PH083718000,PH083718037,Leyte,German Red Cross,Dulag,Salvacion,41,41,41,41,41,31,0,69,67,0,0,
PH083700000,PH083718000,PH083718042,Leyte,German Red Cross,Dulag,San Rafael,0,0,0,0,0,69,,69,69,0,,
PH083700000,PH083718000,PH083718044,Leyte,German Red Cross,Dulag,Tabu,133,133,131,133,131,64,,63,63,0,,0
PH083700000,PH083722000,PH083722002,Leyte,Netherlands Red Cross,Isabel,Antipolo,138,137,137,63,137,21,0,21,21,0,0,0
PH083700000,PH083722000,PH083722004,Leyte,Netherlands Red Cross,Isabel,Bantigue,545,545,540,225,540,30,0,29,29,0,0,0
PH083700000,PH083722000,PH083722007,Leyte,Netherlands Red Cross,Isabel,Can-andan,78,76,76,48,76,14,0,14,14,0,0,0
PH083700000,PH083722000,PH083722008,Leyte,Netherlands Red Cross,Isabel,Cangag,171,171,163,81,163,30,0,27,27,0,0,0
PH083700000,PH083722000,PH083722009,Leyte,Netherlands Red Cross,Isabel,Consolacion,0,0,0,0,0,32,,26,26,0,,0
PH083700000,PH083722000,PH083722015,Leyte,Netherlands Red Cross,Isabel,Monte Alegre,148,148,147,65,147,32,0,32,32,0,0,0
PH083700000,PH083722000,PH083722017,Leyte,Netherlands Red Cross,Isabel,Puting Bato,159,158,156,72,156,46,0,32,32,0,0,0
PH083700000,PH083722000,PH083722018,Leyte,Netherlands Red Cross,Isabel,San Francisco,214,214,209,120,209,22,0,46,46,0,0,0
PH083700000,PH083725000,PH083725002,Leyte,German Red Cross,Julita,Anibong,98,98,98,98,98,98,,98,98,0,,0
PH083700000,PH083725000,PH083725005,Leyte,German Red Cross,Julita,Bongdo,89,89,89,89,89,86,0,0,0,0,0,
PH083700000,PH083725000,PH083725010,Leyte,German Red Cross,Julita,Cuya-e,61,61,61,61,61,93,0,0,0,0,0,
PH083700000,PH083725000,PH083725015,Leyte,German Red Cross,Julita,Hindang,45,45,45,45,45,93,0,93,93,0,0,0
PH083700000,PH083725000,PH083725016,Leyte,German Red Cross,Julita,Inawangan,21,21,21,21,21,50,0,50,50,0,0,0
PH083700000,PH083725000,PH083725018,Leyte,German Red Cross,Julita,Poblacion District I,,,,,,1,,0,0,0,,0
PH083700000,PH083725000,PH083725022,Leyte,German Red Cross,Julita,San Andres,55,55,55,55,55,63,0,0,0,0,0,
PH083700000,PH083725000,PH083725023,Leyte,German Red Cross,Julita,San Pablo,43,43,43,43,43,26,0,26,26,0,0,0
PH083700000,PH083725000,PH083725025,Leyte,German Red Cross,Julita,Santo Niño,195,195,194,195,194,90,0,0,0,0,0,
PH083700000,PH083725000,PH083725028,Leyte,German Red Cross,Julita,Villa Hermosa,46,46,46,46,46,85,,0,0,0,,
PH083700000,PH083728000,PH083728001,Leyte,IFRC,La Paz,Bagacay East,0,0,0,0,0,23,,10,0,1,,
PH083700000,PH083728000,PH083728005,Leyte,IFRC,La Paz,Buracan,0,0,0,0,0,61,,30,0,22,,
PH083700000,PH083728000,PH083728013,Leyte,IFRC,La Paz,Cogon,0,0,0,0,0,24,,0,0,0,,
PH083700000,PH083728000,PH083728015,Leyte,IFRC,La Paz,Gimenarat East,0,0,0,0,0,44,,0,0,0,,
PH083700000,PH083728000,PH083728016,Leyte,IFRC,La Paz,Gimenarat West,0,0,0,0,0,31,,7,0,2,,
PH083700000,PH083728000,PH083728032,Leyte,IFRC,La Paz,Santa Ana,0,0,0,0,0,79,,0,0,0,,
PH083700000,PH083728000,PH083728035,Leyte,IFRC,La Paz,Tarugan,0,0,0,0,0,22,,22,0,21,,
PH083700000,PH083730000,PH083730002,Leyte,American Red Cross,Macarthur,Burabod,0,0,0,0,0,26,,29,22,0,,
PH083700000,PH083730000,PH083730007,Leyte,American Red Cross,Macarthur,Danao,0,0,0,0,0,119,,19,19,0,,
PH083700000,PH083730000,PH083730009,Leyte,American Red Cross,Macarthur,Kiling,0,0,0,0,0,6,,0,0,0,,
PH083700000,PH083730000,PH083730010,Leyte,American Red Cross,Macarthur,Lanawan,0,0,0,0,0,25,,0,0,0,,
PH083700000,PH083730000,PH083730013,Leyte,American Red Cross,Macarthur,Oguisan,0,0,0,0,0,4,,0,0,0,,
PH083700000,PH083730000,PH083730024,Leyte,American Red Cross,Macarthur,San Antonio,0,0,0,0,0,37,,1,1,0,,
PH083700000,PH083730000,PH083730025,Leyte,American Red Cross,Macarthur,San Isidro,0,0,0,0,0,29,,12,12,0,,
PH083700000,PH083730000,PH083730028,Leyte,American Red Cross,Macarthur,Santa Isabel,0,0,0,0,0,37,,0,0,0,,
PH083700000,PH083730000,PH083730032,Leyte,American Red Cross,Macarthur,Villa Imelda,0,0,0,0,0,23,,19,14,0,,
PH083700000,PH083735000,PH083735003,Leyte,American Red Cross,Mayorga,Burgos,54,54,54,3,54,79,,1,0,1,,
PH083700000,PH083735000,PH083735012,Leyte,American Red Cross,Mayorga,San Roque,392,386,386,30,386,96,0,7,0,7,0,0
PH083700000,PH083735000,PH083735014,Leyte,American Red Cross,Mayorga,Talisay,132,132,132,11,132,54,,6,0,6,,
PH083700000,PH083735000,PH083735015,Leyte,American Red Cross,Mayorga,Union,292,292,292,35,292,110,,23,0,21,,
PH083700000,PH083735000,PH083735016,Leyte,American Red Cross,Mayorga,Wilson,109,97,97,0,97,38,,1,0,1,,
PH083700000,PH083736000,PH083736004,Leyte,Netherlands Red Cross,Merida,Calunasan,146,146,142,52,142,39,0,39,39,0,0,0
PH083700000,PH083736000,PH083736005,Leyte,Netherlands Red Cross,Merida,Cambalong,139,139,138,50,138,30,0,27,27,0,0,0
