Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,HH Support Beneficiaries Selected,First Installment,Second Installment,Individualls trained on Short Term Livelihood training,Number of trainings conducted on Short Term Livelihood training,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Individuals Selected for Enterprise Development,Group Selected for Enterprise Development,Individual Submitted Business Plan,Group Submitted Business Plans,Enterprise Support Completed - Individuals (cash transferred),Enterprise Support Completed - Group (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH082600000,PH082619000,PH082619046,Eastern Samar,ICRC,Salcedo,San Roque (Bugay),20,20,20,,,,,,,,,,,,,,,
PH082600000,PH082619000,PH082619047,Eastern Samar,ICRC,Salcedo,Santa Cruz,22,22,22,,,,,,,,,,,,,,,
PH082600000,PH082619000,PH082619049,Eastern Samar,ICRC,Salcedo,Tacla-on,23,23,23,,,,,,,,,,,,,,,
PH082600000,PH082619000,PH082619050,Eastern Samar,ICRC,Salcedo,Tagbacan,48,48,48,,,,,,,,,,,,,,,
PH082600000,PH082619000,PH082619051,Eastern Samar,ICRC,Salcedo,Palanas,74,74,74,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701007,Leyte,IFRC,Abuyog,Balocawe,123,123,112,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701008,Leyte,IFRC,Abuyog,Balocawehay,257,254,239,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701009,Leyte,IFRC,Abuyog,Barayong,139,139,136,,,10,10,,,,,,,,,,,
PH083700000,PH083701000,PH083701010,Leyte,IFRC,Abuyog,Bayabas,60,58,56,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701014,Leyte,IFRC,Abuyog,Bunga,134,134,134,,,12,12,,,,,,,,,,,
PH083700000,PH083701000,PH083701020,Leyte,IFRC,Abuyog,Canmarating,97,97,97,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701021,Leyte,IFRC,Abuyog,Capilian,50,50,50,,,6,6,,,,,,,,,,,
PH083700000,PH083701000,PH083701022,Leyte,IFRC,Abuyog,Cadac-an,54,53,53,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701027,Leyte,IFRC,Abuyog,Katipunan,130,130,123,,,5,5,,,,,,,,,,,
PH083700000,PH083701000,PH083701036,Leyte,IFRC,Abuyog,Maitum,43,43,43,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701041,Leyte,IFRC,Abuyog,Odiongan,76,76,75,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701042,Leyte,IFRC,Abuyog,Pagsang-an,67,67,66,,,7,7,,,,,,,,,,,
PH083700000,PH083701000,PH083701050,Leyte,IFRC,Abuyog,San Isidro,60,60,57,,,,,,,,,,,,,,,
PH083700000,PH083701000,PH083701055,Leyte,IFRC,Abuyog,Tabigue,89,89,89,,,4,4,,,,,,,,,,,
PH083700000,PH083702000,PH083702001,Leyte,American Red Cross,Alangalang,Aslum,51,48,49,39,3,13,7,,,,,,,,,,,
PH083700000,PH083702000,PH083702002,Leyte,American Red Cross,Alangalang,Astorga (Burabod),45,45,42,60,3,9,7,,,,,,,,,,,
PH083700000,PH083702000,PH083702024,Leyte,American Red Cross,Alangalang,Hubang,63,62,62,33,3,12,9,,,,,,,,,,,
PH083700000,PH083702000,PH083702033,Leyte,American Red Cross,Alangalang,Peñalosa,90,90,90,15,3,3,2,,,,,,,,,,,
PH083700000,PH083702000,PH083702043,Leyte,American Red Cross,Alangalang,Santiago,66,66,66,8,2,8,6,,,,,,,,,,,
PH083700000,PH083706000,PH083706002,Leyte,IFRC,Barugo,Amahit,129,129,129,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706006,Leyte,IFRC,Barugo,Bukid,119,119,119,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706007,Leyte,IFRC,Barugo,Bulod,59,58,57,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706009,Leyte,IFRC,Barugo,Cabolo-an,36,35,35,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706011,Leyte,IFRC,Barugo,Can-isak,82,81,81,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706014,Leyte,IFRC,Barugo,Guindaohan,101,101,101,,,4,4,,,,,,,,,,,
PH083700000,PH083706000,PH083706015,Leyte,IFRC,Barugo,Hiagsam,16,16,14,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706016,Leyte,IFRC,Barugo,Hilaba,113,113,113,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706018,Leyte,IFRC,Barugo,Ibag,38,38,38,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706022,Leyte,IFRC,Barugo,Pitogo,35,32,32,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706028,Leyte,IFRC,Barugo,Poblacion Dist. VI (New Road),98,98,98,,,3,3,,,,,,,,,,,
PH083700000,PH083706000,PH083706029,Leyte,IFRC,Barugo,Pongso,35,35,35,,,3,3,,,,,,,,,,,
PH083700000,PH083706000,PH083706031,Leyte,IFRC,Barugo,Roosevelt,77,77,76,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706032,Leyte,IFRC,Barugo,San Isidro,82,79,79,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706035,Leyte,IFRC,Barugo,Tutug-an,34,34,34,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706036,Leyte,IFRC,Barugo,Cabarasan,69,67,67,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706037,Leyte,IFRC,Barugo,Cuta,28,28,27,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706038,Leyte,IFRC,Barugo,Domogdog,57,57,57,,,,,,,,,,,,,,,
PH083700000,PH083706000,PH083706039,Leyte,IFRC,Barugo,San Roque,37,37,37,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710002,Leyte,IFRC,Burauen,Anonang,64,64,63,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710007,Leyte,IFRC,Burauen,Bobon,47,47,47,,,8,8,,,,,,,,,,,
PH083700000,PH083710000,PH083710008,Leyte,IFRC,Burauen,Buenavista,20,20,20,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710013,Leyte,IFRC,Burauen,Cali,23,23,23,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710035,Leyte,IFRC,Burauen,Kalao,53,53,53,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710040,Leyte,IFRC,Burauen,Logsongan,71,70,70,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710043,Leyte,IFRC,Burauen,Mahagnao,41,41,41,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710051,Leyte,IFRC,Burauen,Pangdan,31,31,31,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710052,Leyte,IFRC,Burauen,Patag,49,49,49,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710056,Leyte,IFRC,Burauen,Roxas,51,44,44,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710065,Leyte,IFRC,Burauen,Tagadtaran,23,23,23,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710066,Leyte,IFRC,Burauen,Taghuyan,49,49,49,,,2,2,,,,,,,,,,,
PH083700000,PH083710000,PH083710067,Leyte,IFRC,Burauen,Takin,36,36,36,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710070,Leyte,IFRC,Burauen,Toloyao,55,55,55,,,3,3,,,,,,,,,,,
PH083700000,PH083710000,PH083710072,Leyte,IFRC,Burauen,Villa Corazon,51,51,51,,,8,8,,,,,,,,,,,
PH083700000,PH083710000,PH083710073,Leyte,IFRC,Burauen,Villa Patria,34,34,34,,,8,8,,,,,,,,,,,
PH083700000,PH083710000,PH083710076,Leyte,IFRC,Burauen,Damulo-an,21,21,21,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710077,Leyte,IFRC,Burauen,Dina-ayan,23,23,22,,,,,,,,,,,,,,,
PH083700000,PH083710000,PH083710078,Leyte,IFRC,Burauen,Gamay,26,25,23,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713001,Leyte,Australian Red Cross,Calubian,Abanilla,42,42,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713003,Leyte,Australian Red Cross,Calubian,Anislagan,76,76,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713011,Leyte,Australian Red Cross,Calubian,Caroyocan,86,86,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713014,Leyte,Australian Red Cross,Calubian,Cristina,119,119,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713028,Leyte,Australian Red Cross,Calubian,Inalad,99,99,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713029,Leyte,Australian Red Cross,Calubian,Jubay,153,153,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713051,Leyte,Australian Red Cross,Calubian,Railes,66,66,,0,0,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713056,Leyte,Australian Red Cross,Calubian,Villahermosa,52,52,,,,,,,,,,,,,,,,
PH083700000,PH083713000,PH083713058,Leyte,Australian Red Cross,Calubian,Villanueva,11,11,,,,,,,,,,,,,,,,
PH083700000,PH083713000,#N/A,Leyte,Australian Red Cross,Calubian,Limite,119,119,,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715002,Leyte,IFRC,Carigara,Barayong,19,19,19,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715012,Leyte,IFRC,Carigara,Candigahub,72,72,67,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715013,Leyte,IFRC,Carigara,Canlampay,59,57,57,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715015,Leyte,IFRC,Carigara,Cutay,70,70,70,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715019,Leyte,IFRC,Carigara,Hiluctogan,63,63,63,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715021,Leyte,IFRC,Carigara,Libo,38,38,38,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715030,Leyte,IFRC,Carigara,Piloro,70,66,66,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715034,Leyte,IFRC,Carigara,Santa Fe,35,35,35,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715039,Leyte,IFRC,Carigara,Tinaguban,59,59,59,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715040,Leyte,IFRC,Carigara,Upper Hiraan,50,50,50,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715041,Leyte,IFRC,Carigara,Upper Sogod,74,74,74,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715044,Leyte,IFRC,Carigara,Paglaum,37,36,36,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715045,Leyte,IFRC,Carigara,San Juan,32,32,32,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715047,Leyte,IFRC,Carigara,Canfabi,24,24,22,,,,,,,,,,,,,,,
PH083700000,PH083715000,PH083715049,Leyte,IFRC,Carigara,San Isidro,28,28,28,,,,,,,,,,,,,,,
PH083700000,PH083717000,PH083717012,Leyte,IFRC,Dagami,Cabunga-an,13,12,12,,,,,,,,,,,,,,,
PH083700000,PH083717000,PH083717034,Leyte,IFRC,Dagami,Ormocay,32,31,30,,,8,8,,,,,,,,,,,
PH083700000,PH083717000,PH083717035,Leyte,IFRC,Dagami,Palacio,43,43,43,,,,,,,,,,,,,,,
PH083700000,PH083717000,PH083717059,Leyte,IFRC,Dagami,Capulhan,28,28,28,,,,,,,,,,,,,,,
PH083700000,PH083717000,PH083717061,Leyte,IFRC,Dagami,Paraiso,80,79,77,,,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718006,Leyte,German Red Cross,Dulag,Cabacungan,319,319,318,180,3,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718024,Leyte,German Red Cross,Dulag,Cambula District (Pob.),63,63,63,,,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718025,Leyte,German Red Cross,Dulag,Candao (Pob.),94,94,93,30,3,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718027,Leyte,German Red Cross,Dulag,Combis (Pob.),181,181,181,104,3,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718028,Leyte,German Red Cross,Dulag,Highway (Pob.),268,268,264,129,3,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718031,Leyte,German Red Cross,Dulag,Serrano (Pob.),92,92,92,,,,,,,,,,,,,,,
PH083700000,PH083718000,PH083718045,Leyte,German Red Cross,Dulag,Tigbao,224,223,222,,,,,,,,,,,,,,,
PH083700000,PH083722000,PH083722002,Leyte,Netherlands Red Cross,Isabel,Antipolo,,,,10,3,10,0,,,,,,,,,,,
PH083700000,PH083722000,PH083722004,Leyte,Netherlands Red Cross,Isabel,Bantigue,,,,10,3,10,0,,,,,,,,,,,
PH083700000,PH083722000,PH083722008,Leyte,Netherlands Red Cross,Isabel,Cangag,83,83,83,10,3,10,0,,,,,,,,,,,
PH083700000,PH083722000,PH083722015,Leyte,Netherlands Red Cross,Isabel,Monte Alegre,,,,10,3,10,0,,,,,,,,,,,
PH083700000,PH083722000,PH083722017,Leyte,Netherlands Red Cross,Isabel,Puting Bato,57,57,57,15,3,15,0,,,,,,,,,,,
PH083700000,PH083722000,PH083722018,Leyte,Netherlands Red Cross,Isabel,San Francisco,,,,11,3,11,0,,,,,,,,,,,
PH083700000,PH083722000,#N/A,Leyte,Netherlands Red Cross,Isabel,Can Andan,,,,14,3,14,0,,,,,,,,,,,
PH083700000,PH083724000,PH083724002,Leyte,IFRC,Javier (Bugho),Andres Bonifacio,67,67,67,,,9,9,,,,,,,,,,,
PH083700000,PH083724000,PH083724004,Leyte,IFRC,Javier (Bugho),Binulho,95,95,86,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724005,Leyte,IFRC,Javier (Bugho),Calzada,51,51,49,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724007,Leyte,IFRC,Javier (Bugho),Caranhug,65,64,64,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724010,Leyte,IFRC,Javier (Bugho),Comatin,153,153,152,,,7,7,,,,,,,,,,,
PH083700000,PH083724000,PH083724012,Leyte,IFRC,Javier (Bugho),Inayupan,65,63,61,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724013,Leyte,IFRC,Javier (Bugho),Laray,67,67,67,,,3,3,,,,,,,,,,,
PH083700000,PH083724000,PH083724014,Leyte,IFRC,Javier (Bugho),Magsaysay (Responde),30,30,28,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724015,Leyte,IFRC,Javier (Bugho),Malitbogay,81,81,79,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724016,Leyte,IFRC,Javier (Bugho),Manarug,34,34,29,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724021,Leyte,IFRC,Javier (Bugho),Pinocawan,86,86,82,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724027,Leyte,IFRC,Javier (Bugho),Talisayan,74,74,74,,,10,10,,,,,,,,,,,
PH083700000,PH083724000,PH083724028,Leyte,IFRC,Javier (Bugho),San Sotero (Tambis),83,79,79,,,,,,,,,,,,,,,
PH083700000,PH083724000,PH083724029,Leyte,IFRC,Javier (Bugho),Ulhay,52,51,50,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725001,Leyte,German Red Cross,Julita,Alegria,86,86,86,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725003,Leyte,German Red Cross,Julita,Aslum,67,67,67,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725004,Leyte,German Red Cross,Julita,Balante,68,68,68,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725005,Leyte,German Red Cross,Julita,Bongdo,140,140,140,47,3,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725010,Leyte,German Red Cross,Julita,Cuya-e,143,141,140,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725014,Leyte,German Red Cross,Julita,Gitabla,45,45,45,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725015,Leyte,German Red Cross,Julita,Hindang,124,124,124,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725016,Leyte,German Red Cross,Julita,Inawangan,67,67,67,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725018,Leyte,German Red Cross,Julita,Poblacion District I,118,118,118,42,3,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725019,Leyte,German Red Cross,Julita,Poblacion District II,215,215,214,62,3,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725020,Leyte,German Red Cross,Julita,Poblacion District III,142,142,142,61,3,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725021,Leyte,German Red Cross,Julita,Poblacion District IV,187,187,186,77,3,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725023,Leyte,German Red Cross,Julita,San Pablo,65,65,65,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725024,Leyte,German Red Cross,Julita,Santa Cruz,136,136,136,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725027,Leyte,German Red Cross,Julita,Tolosahay,98,98,97,,,,,,,,,,,,,,,
PH083700000,PH083725000,PH083725028,Leyte,German Red Cross,Julita,Villa Hermosa,105,105,105,,,,,,,,,,,,,,,
PH083700000,PH083730000,PH083730002,Leyte,American Red Cross,Macarthur,Burabod,79,79,75,17,1,5,2,,,,,,,,,,,
PH083700000,PH083730000,PH083730007,Leyte,American Red Cross,Macarthur,Danao,22,22,22,85,1,5,2,,,,,,,,,,,
PH083700000,PH083730000,PH083730009,Leyte,American Red Cross,Macarthur,Kiling,55,55,55,19,1,5,3,,,,,,,,,,,
PH083700000,PH083730000,PH083730010,Leyte,American Red Cross,Macarthur,Lanawan,68,68,68,20,1,4,3,,,,,,,,,,,
PH083700000,PH083730000,PH083730013,Leyte,American Red Cross,Macarthur,Oguisan,0,0,,29,0,3,3,,,,,,,,,,,
PH083700000,PH083730000,PH083730024,Leyte,American Red Cross,Macarthur,San Antonio,99,99,99,43,2,4,2,,,,,,,,,,,
PH083700000,PH083730000,PH083730025,Leyte,American Red Cross,Macarthur,San Isidro,21,21,21,82,0,9,3,,,,,,,,,,,
PH083700000,PH083730000,PH083730028,Leyte,American Red Cross,Macarthur,Santa Isabel,141,141,135,38,0,11,7,,,,,,,,,,,
PH083700000,PH083730000,PH083730032,Leyte,American Red Cross,Macarthur,Villa Imelda,78,78,78,19,0,3,,,,,,,,,,,,
PH083700000,PH083735000,PH083735003,Leyte,American Red Cross,Mayorga,Burgos,126,126,126,,,3,2,,,,,,,,,,,
PH083700000,PH083735000,PH083735012,Leyte,American Red Cross,Mayorga,San Roque,42,42,41,,,7,3,,,,,,,,,,,
PH083700000,PH083735000,PH083735014,Leyte,American Red Cross,Mayorga,Talisay,97,97,97,,,10,5,,,,,,,,,,,
PH083700000,PH083735000,PH083735015,Leyte,American Red Cross,Mayorga,Union,146,146,146,,,15,8,,,,,,,,,,,
PH083700000,PH083735000,PH083735016,Leyte,American Red Cross,Mayorga,Wilson,55,55,55,,,10,4,,,,,,,,,,,
PH083700000,PH083736000,PH083736004,Leyte,Netherlands Red Cross,Merida,Calunasan,39,39,39,10,4,10,0,,,,,,,,,,,
PH083700000,PH083736000,PH083736005,Leyte,Netherlands Red Cross,Merida,Cambalong,,,,10,4,10,0,,,,,,,,,,,
PH083700000,PH083736000,PH083736014,Leyte,Netherlands Red Cross,Merida,Mahalit,,,,15,4,15,0,,,,,,,,,,,
PH083700000,PH083736000,PH083736020,Leyte,Netherlands Red Cross,Merida,San Jose,53,53,53,10,4,10,0,,,,,,,,,,,
PH083700000,PH083736000,PH083736022,Leyte,Netherlands Red Cross,Merida,Tubod,57,57,57,15,4,15,0,,,,,,,,,,,
PH083700000,PH083739000,PH083739001,Leyte,IFRC,Palo,Anahaway,68,68,68,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739006,Leyte,IFRC,Palo,Cabarasan Daku,58,57,57,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739007,Leyte,IFRC,Palo,Cabarasan Guti,31,31,31,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739010,Leyte,IFRC,Palo,Cangumbang,78,77,77,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739011,Leyte,IFRC,Palo,Canhidoc,52,51,51,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739012,Leyte,IFRC,Palo,Capirawan,117,117,117,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739014,Leyte,IFRC,Palo,Cogon (Cogon San Joaquin),104,104,103,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739026,Leyte,IFRC,Palo,San Agustin,96,95,95,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739027,Leyte,IFRC,Palo,San Antonio,69,69,65,,,,,,,,,,,,,,,
PH083700000,PH083739000,PH083739032,Leyte,IFRC,Palo,Tacuranga,124,124,124,,,,,,,,,,,,,,,
PH083700000,PH083741000,PH083741005,Leyte,IFRC,Pastrana,Calsadahay,72,72,72,,,8,8,,,,,,,,,,,
PH083700000,PH083741000,PH083741010,Leyte,IFRC,Pastrana,Dumarag,54,54,54,,,,,,,,,,,,,,,
PH083700000,PH083741000,PH083741011,Leyte,IFRC,Pastrana,Guindapunan,36,36,36,,,7,7,,,,,,,,,,,
PH083700000,PH083741000,PH083741026,Leyte,IFRC,Pastrana,Sapsap,55,55,55,,,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742003,Leyte,Australian Red Cross,San Isidro,Basud,120,120,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742005,Leyte,Australian Red Cross,San Isidro,Biasong,162,162,,,,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742009,Leyte,Australian Red Cross,San Isidro,Capiñahan (Pob.),102,102,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742012,Leyte,Australian Red Cross,San Isidro,Daja-diot,25,25,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742017,Leyte,Australian Red Cross,San Isidro,Paril,39,39,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742018,Leyte,Australian Red Cross,San Isidro,San Jose,0,66,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742020,Leyte,Australian Red Cross,San Isidro,Tinago,178,177,,0,0,,,,,,,,,,,,,
PH083700000,PH083742000,PH083742022,Leyte,Australian Red Cross,San Isidro,San Miguel,124,124,,0,0,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743001,Leyte,IFRC,San Miguel,Bagacay,90,90,88,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743002,Leyte,IFRC,San Miguel,Bahay,147,144,143,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743003,Leyte,IFRC,San Miguel,Bairan,101,101,101,,,11,11,,,,,,,,,,,
PH083700000,PH083743000,PH083743004,Leyte,IFRC,San Miguel,Cabatianuhan,167,167,167,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743005,Leyte,IFRC,San Miguel,Canap,85,84,84,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743006,Leyte,IFRC,San Miguel,Capilihan,35,35,34,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743007,Leyte,IFRC,San Miguel,Caraycaray,84,84,84,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743009,Leyte,IFRC,San Miguel,Libtong (East Poblacion),263,263,261,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743010,Leyte,IFRC,San Miguel,Guinciaman,206,196,193,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743011,Leyte,IFRC,San Miguel,Impo,40,40,38,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743012,Leyte,IFRC,San Miguel,Kinalumsan,40,40,40,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743014,Leyte,IFRC,San Miguel,Lukay,86,86,86,,,9,9,,,,,,,,,,,
PH083700000,PH083743000,PH083743015,Leyte,IFRC,San Miguel,Malaguinabot,118,118,118,,,3,3,,,,,,,,,,,
PH083700000,PH083743000,PH083743017,Leyte,IFRC,San Miguel,Mawodpawod,65,65,61,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743018,Leyte,IFRC,San Miguel,Patong,51,50,50,,,4,4,,,,,,,,,,,
PH083700000,PH083743000,PH083743020,Leyte,IFRC,San Miguel,San Andres,44,42,42,,,,,,,,,,,,,,,
PH083700000,PH083743000,PH083743022,Leyte,IFRC,San Miguel,Santol,78,78,78,,,5,5,,,,,,,,,,,
PH083700000,PH083743000,PH083743023,Leyte,IFRC,San Miguel,Cayare (West Poblacion),100,100,99,,,,,,,,,,,,,,,
PH083700000,PH083744000,PH083744006,Leyte,IFRC,Santa Fe,Milagrosa,60,60,60,,,3,3,,,,,,,,,,,
PH083700000,PH083744000,PH083744007,Leyte,IFRC,Santa Fe,Pilit,116,113,108,,,9,9,,,,,,,,,,,
PH083700000,PH083744000,PH083744012,Leyte,IFRC,Santa Fe,San Isidro,263,263,262,,,13,13,,,,,,,,,,,
PH083700000,PH083744000,PH083744013,Leyte,IFRC,Santa Fe,San Juan,124,123,123,,,5,5,,,,,,,,,,,
PH083700000,PH083744000,PH083744015,Leyte,IFRC,Santa Fe,San Roque,168,168,165,,,,,,,,,,,,,,,
PH083700000,PH083744000,PH083744016,Leyte,IFRC,Santa Fe,Tibak,164,164,153,,,,,,,,,,,,,,,
PH083700000,PH083744000,PH083744017,Leyte,IFRC,Santa Fe,Victoria,76,76,76,,,5,5,,,,,,,,,,,
PH083700000,PH083744000,PH083744020,Leyte,IFRC,Santa Fe,Zone 4 Pob. (Cabangcalan),95,95,92,,,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745004,Leyte,Australian Red Cross,Tabango,Campokpok,124,124,,0,0,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745005,Leyte,Australian Red Cross,Tabango,Catmon,148,148,,0,0,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745006,Leyte,Australian Red Cross,Tabango,Gimarco,115,115,,,,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745008,Leyte,Australian Red Cross,Tabango,Inangatan,113,111,,,,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745009,Leyte,Australian Red Cross,Tabango,Manlawaan,125,125,,,,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745010,Leyte,Australian Red Cross,Tabango,Omaganhan,194,193,,0,0,,,,,,,,,,,,,
PH083700000,PH083745000,PH083745011,Leyte,Australian Red Cross,Tabango,Poblacion,158,157,,0,0,,,,,,,,,,,,,
PH083700000,PH083747000,PH083747022,Leyte,American Red Cross,Tacloban City (Capital),Barangay 103-A (San Paglaum),62,61,61,,,5,5,,,,,,,,,,,
PH083700000,PH083747000,PH083747061,Leyte,American Red Cross,Tacloban City (Capital),Barangay 37-A,61,61,59,,,6,5,,,,,,,,,,,
PH083700000,PH083747000,PH083747095,Leyte,American Red Cross,Tacloban City (Capital),Barangay 65,0,0,,0,0,,,,,,,,,,,,,
PH083700000,PH083747000,PH083747110,Leyte,American Red Cross,Tacloban City (Capital),Barangay 79 (Marasbaras),156,155,155,,,8,5,,,,,,,,,,,
PH083700000,PH083747000,PH083747115,Leyte,American Red Cross,Tacloban City (Capital),Barangay 83 (San Jose),,,,,,17,10,,,,,,,,,,,
PH083700000,PH083747000,PH083747151,Leyte,American Red Cross,Tacloban City (Capital),Barangay 83-C (San Jose),602,600,592,,,,,,,,,,,,,,,
